net_value,stocks_count,stock_price,action
787.4565507239932,33,21.21,-4
785.06267300029,29,21.21,-4
789.0417622538185,37,21.31,4096
795.3317622538186,37,21.48,4096
789.0417622538185,37,21.31,4096
828.6317622538186,37,22.38,4096
832.3317622538186,37,22.48,4096
874.0746206310941,33,23.73,-4
917.8673424114012,29,25.18,-4
909.725587551366,25,24.8,-4
967.9475235459504,35,27.05,512
1043.6656915645367,31,29.24,-4
1057.985914540306,35,29.59,4096
1137.3425378076706,31,31.93,-4
1107.1235340834303,27,30.9,-4
1130.1220250549286,23,31.88,-4
1144.605544625942,19,32.48,-4
1141.4869113016111,15,32.35,-4
1120.7336627059665,11,30.79,-4
1084.7868012239726,15,28.07,4
1158.2325513469873,37,30.65,4096
1230.3825513469874,37,32.6,4096
1199.3025513469875,37,31.76,4096
1165.3836029258443,33,30.87,-4
1179.4138998363712,37,31.27,4096
1239.444917782636,33,33.0,-4
1594.4401518495683,37,42.61,4096
1551.3077119364125,33,41.17,-4
1489.3079344610405,29,39.22,-4
1568.607259462182,25,42.28,-4
1554.6603523618546,21,41.53,-4
1557.7758548659035,17,41.67,-4
1589.464383631253,36,43.5,4096
1524.7407003984256,32,41.53,-4
1520.427115402742,28,41.51,-4
1499.9858069065967,36,41.0,4096
1564.4258069065968,36,42.79,4096
1482.3458069065964,36,40.51,4096
1426.5458069065967,36,38.96,4096
1320.2697358921364,32,35.93,-4
1314.0827709098526,28,35.65,-4
1402.1741678347046,36,38.28,4096
1391.0141678347047,36,37.97,4096
1357.7144953698303,32,36.92,-4
1321.2604207828174,36,35.92,4096
1295.685249251395,32,35.16,-4
1326.7346886593205,36,36.1,4096
1345.4546886593203,36,36.62,4096
1090.9346886593203,36,29.55,4096
987.1821086986073,32,26.54,-4
951.9333623088478,28,25.3,-4
928.573646919903,37,24.53,4096
1024.2254280640893,33,27.26,-4
991.0546664990579,37,26.33,4096
1008.074666499058,37,26.79,4096
1056.6016002719143,33,28.14,-4
1068.4899427096461,29,28.55,-4
1019.1187812851663,25,26.7,-4
1027.617299035014,21,26.95,-4
1020.2369523409924,17,26.6,-4
1015.7402904584185,37,27.13,4096
987.2243049887207,33,26.29,-4
1002.1220999911176,29,26.8,-4
1018.7196872614973,37,27.49,4096
1009.9081545196567,33,27.2,-4
1038.9961701842917,29,28.35,-4
975.2513793127275,25,26.11,-4
982.0918423458988,21,26.4,-4
986.1860102117205,17,26.57,-4
972.0571973053396,13,25.53,-4
987.8657680276876,9,27.09,-4
1030.088148458292,36,28.49,4096
984.6254669769145,32,27.11,-4
959.0054220901604,36,26.33,4096
949.8538347934496,32,26.01,-4
945.4348109194544,28,25.76,-4
945.1097680542393,36,25.78,4096
915.2297680542392,36,24.95,4096
921.7097680542392,36,25.13,4096
921.8129900341495,32,25.14,-4
971.0597696851473,28,26.71,-4
961.4271143656883,24,26.32,-4
995.675888534513,36,27.21,4096
1011.8758885345128,36,27.66,4096
1036.3260125577585,32,28.41,-4
1006.5846583994354,36,27.61,4096
1032.4982047890269,32,28.39,-4
1037.7838219034584,36,28.62,4096
1027.1079347352188,32,28.38,-4
1064.298427722235,28,29.63,-4
1073.7043744120049,35,30.1,4096
1060.6823579970896,31,29.74,-4
1039.4773459775502,27,29.01,-4
1041.437077221275,35,29.15,4096
1027.9981343514326,31,28.79,-4
1007.6384497657882,35,28.24,4
1022.0351810088647,31,28.68,-4
1045.0059674114768,27,29.47,-4
1056.8859083433013,23,30.0,-4
1036.371793386549,19,28.88,-4
1033.111799453571,36,28.5,4096
1024.87260815852,32,28.31,-4
1054.5490256401754,36,29.25,512
1044.7065709870963,32,29.02,-4
1121.1833307740756,35,31.3,4
1150.9333307740756,35,32.15,4096
1243.3333307740754,35,34.79,4096
1215.9491902084326,31,34.01,-4
1212.5161895243962,27,33.99,-4
1213.4909797215469,23,34.01,-4
1243.1809773785264,19,35.6,-4
1225.2383178314922,34,35.21,4096
1221.838317831492,34,35.11,4096
1264.112098569826,30,36.4,-4
1178.7093825275579,34,33.89,4096
1148.4493825275579,34,33.0,4096
1131.4493825275579,34,32.5,4
1187.69201329949,30,34.22,-4
1248.473345239307,34,36.0,4096
1245.073345239307,34,35.9,4096
1218.2603843307033,30,35.2,-4
1210.9552553231235,34,34.98,4096
1216.7199967423546,30,35.22,-4
1216.1244702538443,34,35.08,4096
1203.2019568187925,32,34.65,-2
1241.6141975207167,34,35.78,4096
1304.5141975207168,34,37.63,4096
1226.357867364327,30,35.2,-4
1193.1219483790883,26,33.94,-4
1187.5822263461346,22,33.75,-4
1193.1675292126615,18,33.92,-4
1154.0082241085643,36,31.56,4096
1172.7282241085645,36,32.08,4096
1177.3624485643245,32,32.11,-4
1167.8287189942323,36,31.88,4096
1176.4284512004713,32,32.18,-4
1177.7646090179426,36,32.28,4096
1138.8846090179427,36,31.2,4096
1124.1675380681766,32,30.78,-4
1102.504959358708,36,30.19,4096
1122.7566444354338,32,30.87,-4
1116.9116076576818,36,30.77,4096
1077.477265814463,32,29.5,-4
1116.6513393693476,28,30.8,-4
1160.703330479644,24,32.66,-4
1212.013095489739,35,34.13,4096
1201.8228307499096,31,33.84,-4
1120.9303521974218,35,31.48,4096
1106.9303521974218,35,31.08,4096
1142.4996083174437,31,32.15,-4
1165.9615338723302,35,32.98,4096
1155.81153387233,35,32.69,4096
1194.6615338723302,35,33.8,4096
1288.8115338723303,35,36.49,4096
1305.2615338723303,35,36.96,4096
1319.7452285452357,31,37.19,-4
1276.9446367612422,35,35.84,4096
1279.0446367612421,35,35.9,4096
1242.2980450999294,31,34.8,-4
1250.0288438219516,35,35.0,4096
1276.2788438219516,35,35.75,4096
1234.2788438219516,35,34.55,4096
1240.5788438219515,35,34.73,4096
1210.376502648982,31,33.85,-4
1166.7500338465154,35,32.42,4096
1202.859204319166,31,33.5,-4
1222.0047504581526,35,34.03,4096
1206.9547504581524,35,33.6,4096
1170.9047504581526,35,32.57,4096
1201.7047504581524,35,33.45,4096
1233.2047504581524,35,34.35,4096
1240.3259809310684,31,34.58,-4
1225.868974294592,35,34.19,4096
1199.968974294592,35,33.45,4096
1219.2070735620312,31,34.14,-4
1254.1836764214459,35,35.3,4096
1218.2236713583316,31,34.34,-4
1218.7696086461708,35,34.37,4096
1130.885515404274,31,31.46,-4
1192.706571333967,35,33.28,4096
1204.9565713339673,35,33.63,4096
1305.4065713339671,35,36.5,4096
1266.9065713339671,35,35.4,4096
1294.556571333967,35,36.19,4096
1309.9260312556912,31,36.88,-4
1308.3163881681803,27,36.9,-4
1331.9007580565074,23,37.98,-4
1326.5501354767907,19,37.8,-4
1275.0791385884836,15,34.53,-4
1268.2172523936247,11,34.25,-4
1234.8933939887947,36,33.55,4096
1287.4055301235437,32,34.98,-4
1299.0311057473225,36,35.34,4096
1312.516758257,32,35.75,-4
1310.309965661916,36,35.76,4096
1357.2757419783732,32,37.17,-4
1377.9464476300004,28,37.97,-4
1353.7237194085174,24,37.17,-4
1307.843402647079,36,35.9,4096
1279.9344400031944,32,35.15,-4
1313.3299566915807,28,36.49,-4
1440.4573914154266,24,41.06,-4
1451.5201320338815,35,41.29,4096
1397.9701320338816,35,39.76,4096
1431.526281138439,31,40.7,-4
1431.3943372310973,27,40.7,-4
1263.6576398280522,35,35.95,4096
1345.5576398280523,35,38.29,512
1349.0130886534928,31,38.37,-4
1350.574023278927,27,38.63,-4
1362.0238410134302,34,39.09,4096
1348.1116234659169,30,38.53,-4
1338.315771977726,26,38.18,-4
1346.3008981316245,22,38.51,-4
1346.1643459930383,34,38.53,4096
1390.7043459930385,34,39.84,4096
1379.1443459930383,34,39.5,4096
1369.7114877477002,30,39.23,-4
1371.6193638225286,26,39.3,-4
1374.0096053301293,35,39.22,4096
1331.6596053301291,35,38.01,4096
1333.711103854039,31,38.14,-4
1354.1117229616018,27,38.81,-4
1357.0651842620919,34,38.87,4096
1368.625184262092,34,39.21,4096
1331.225184262092,34,38.11,4096
1412.4594239875648,30,40.74,-4
1445.9940202231455,34,41.88,4096
1440.5540202231455,34,41.72,4096
1409.6140202231454,34,40.81,4096
1409.314953237396,30,40.79,-4
1452.7816782134005,26,42.33,-4
1441.6382656451292,34,42.08,4096
1479.7182656451291,34,43.2,4096
1430.758265645129,34,41.76,4096
1417.1582656451292,34,41.36,4096
1419.878265645129,34,41.44,4
1407.9782656451293,34,41.09,4096
1438.918265645129,34,42.0,4096
1466.798265645129,34,42.82,4096
1530.636906716657,30,44.88,-4
1532.707594216095,26,45.0,-4
1413.5052340480415,34,41.46,4096
1408.3471233367363,30,41.37,-4
1474.1830463110068,26,43.68,-4
1452.9923678048642,33,42.95,4096
1490.942367804864,33,44.1,4096
1471.8023678048642,33,43.52,4096
1509.06091101419,29,44.55,-4
1493.7696499765616,33,44.07,4096
1445.8185572497725,29,42.61,-4
1403.3902800991311,34,41.25,4096
1415.0916697243051,30,41.62,-4
1379.8655037744768,26,40.35,-4
1381.9144533179992,34,40.52,4096
1381.2344533179992,34,40.5,4096
1445.1544533179992,34,42.38,4096
1417.180450224928,30,41.55,-4
1430.4402427640603,26,42.06,-4
1481.594452673011,33,44.08,4096
1459.8144526730111,33,43.42,4096
1364.7744526730112,33,40.54,4096
1418.894452673011,33,42.18,4096
1365.764452673011,33,40.57,4096
1380.9444526730113,33,41.03,4096
1369.724452673011,33,40.69,4096
1359.5980427984855,29,40.46,-4
1443.6529280097416,25,43.4,-4
1460.00736146408,33,43.75,4096
1462.31736146408,33,43.82,4096
1352.6427102445393,29,40.28,-4
1233.0423664344135,25,35.7,-4
1309.0345936648973,34,37.71,4096
1340.0169929896906,32,38.72,-2
1115.965937818444,34,31.96,4096
1141.465937818444,34,32.71,4096
985.7747058300874,30,28.0,-4
948.6874812335514,35,27.01,4096
821.0189533593045,31,22.9,-4
753.6653207923999,27,20.92,-4
857.8823359156625,35,24.23,4096
787.383465454265,31,22.1,-4
780.8112811970051,27,22.27,-4
828.3264764841296,23,24.33,-4
876.8706834284551,33,26.45,4096
867.960683428455,33,26.18,4096
817.9923685553721,29,24.52,-4
776.2875737603954,33,23.23,4096
699.7275737603953,33,20.91,4096
652.8675737603953,33,19.49,4096
664.9654295587843,29,19.88,-4
653.3979358858184,33,19.41,4096
804.5379358858183,33,23.99,4096
800.5779358858184,33,23.87,4096
902.2179358858184,33,26.95,4096
845.0496142938918,29,25.09,-4
832.0945242746777,33,24.52,4
800.4145242746777,33,23.56,4096
820.2145242746777,33,24.16,4096
821.3604802104117,29,24.25,-4
786.8864467874473,33,23.16,4
747.0000789279468,29,21.81,-4
748.1888394972672,25,21.87,-4
791.9125832432081,34,23.11,4096
791.5725832432082,34,23.1,4096
779.3325832432081,34,22.74,4096
832.4475594672116,30,24.5,-4
908.590690688495,34,26.7,4096
934.750848837783,30,27.55,-4
870.8729629413261,26,25.09,-4
855.0675277694494,34,24.77,4096
940.7475277694494,34,27.29,4096
943.8075277694494,34,27.38,4096
955.0275277694494,34,27.71,4096
957.1956550581359,30,27.71,-4
1002.2075978694551,34,29.0,4096
920.6075978694552,34,26.6,4096
839.8875959415176,30,24.0,-4
778.837866631319,0,20.92,-2048
778.837866631319,0,21.81,-4
778.837866631319,0,23.18,-4
793.2323996636077,32,24.64,4096
796.9941867717389,28,24.76,-4
790.184704238541,32,24.59,4096
796.2647042385411,32,24.78,4096
819.873293518919,28,25.72,-4
1038.8656968755608,31,32.8,4096
1072.9656968755608,31,33.9,4096
953.305696875561,31,30.04,4096
1000.5933861201429,27,31.65,-4
1014.828790794059,31,32.27,4096
1039.938790794059,31,33.08,4096
1106.5887907940587,31,35.23,4096
1189.3587907940587,31,37.9,4096
1247.4980334737659,27,40.0,-4
1180.5890316250845,31,37.86,4096
1208.4890316250844,31,38.76,4096
1105.1516957004349,27,35.05,-4
1144.384271788681,31,36.46,4
1114.934271788681,31,35.51,4096
1220.954271788681,31,38.93,4096
1184.684271788681,31,37.76,4096
1151.9118624161358,27,36.64,-4
1217.6102982192992,23,39.49,-4
1184.9056969281582,31,38.22,4096
1254.0356969281584,31,40.45,4096
1277.0734598469062,27,41.28,-4
1201.1794326222,31,38.59,4
1230.0094326222,31,39.52,4096
1190.9494326221998,31,38.26,4096
1181.9594326221998,31,37.97,4096
1212.0294326221997,31,38.94,4096
1242.5201455817387,27,40.07,-4
1271.2291594262938,30,41.1,4
1249.9291594262938,30,40.39,4096
1245.4291594262938,30,40.24,4096
1298.2291594262938,30,42.0,4096
1254.052166868713,26,40.5,-4
1253.307677149132,22,40.44,-4
1184.428402759157,31,37.71,4096
1245.4984027591572,31,39.68,4096
1236.198402759157,31,39.38,4096
1271.914908162525,27,40.57,-4
1271.5368165751484,23,40.54,-4
1309.803560941697,19,42.5,-4
1304.2798671917647,15,42.28,-4
1307.2866323938401,11,42.67,-4
1307.896418237216,7,42.39,-4
1308.871368698342,3,43.3,-4
1311.2837092435004,0,45.18,-4
1335.4455990602173,29,45.25,4096
1360.9480385523193,25,46.29,-4
1386.5624555764784,21,47.47,-4
1393.860709490139,17,48.17,-4
1376.1562308719217,28,47.98,4096
1379.2362308719216,28,48.09,4096
1374.4111558264535,24,48.01,-4
1424.8982783084734,28,49.95,4096
1414.7708155949388,24,49.72,-4
1352.9078083323043,28,47.41,4096
1417.867808332304,28,49.73,4096
1386.2278083323042,28,48.6,4096
1383.4278083323043,28,48.5,4096
1386.2278083323042,28,48.6,4096
1404.1478083323043,28,49.24,4096
1467.9878083323044,28,51.52,4096
1428.7878083323042,28,50.12,4096
1407.2278083323042,28,49.35,4096
1441.1078083323043,28,50.56,4096
1433.5478083323042,28,50.29,4096
1441.3878083323043,28,50.57,4096
1404.4278083323043,28,49.25,4096
1444.1878083323043,28,50.67,4096
1472.3821328037734,24,51.87,-4
1462.202963529805,20,51.49,-4
1490.7515325156596,28,53.21,4096
1447.7888006650066,24,51.72,-4
1379.5734717372027,28,49.19,4096
1349.6232379636133,24,48.01,-4
1442.2415478764365,28,51.18,4
1435.6506652902938,24,51.14,-4
1435.5125578890322,27,51.31,4096
1440.642557889032,27,51.5,4096
1460.0825578890322,27,52.22,4096
1517.3225578890322,27,54.34,4096
1469.540543798302,23,52.13,-4
1474.3379596857687,28,52.39,4096
1410.660210780208,24,49.97,-4
1463.743872163178,20,52.37,-4
1478.3640245552838,27,52.92,4096
1449.5349285594298,23,51.56,-4
1469.9118105214054,19,52.5,-4
1496.092551709615,15,54.51,-4
1467.4629621278837,27,52.75,4096
1483.1229621278835,27,53.33,4096
1489.0383272300212,23,53.8,-4
1475.775048958706,27,53.33,4096
1478.8231464962014,23,53.38,-4
1497.8912523879667,27,54.17,4096
1573.2212523879666,27,56.96,4096
1616.1512523879665,27,58.55,4
1604.1345350938602,23,58.28,-4
1634.1368368988835,19,59.724,-4
1606.057501008227,15,58.09,-4
1612.3195183325458,11,58.48,-4
1569.2025788863152,27,56.56,4096
1624.5525788863151,27,58.61,4096
1626.1725788863155,27,58.67,4096
1589.0039953612754,23,57.28,-4
1626.8574452973894,19,59.29,-4
1653.8936417057926,27,60.5,4096
1620.1436417057926,27,59.25,4096
1592.8736417057926,27,58.24,4096
1568.8279360616523,23,57.28,-4
1474.7159180781516,27,53.9,4096
1482.5459180781515,27,54.19,4096
1548.9362180781516,27,56.6489,4096
1453.3859180781517,27,53.11,4096
1465.2659180781516,27,53.55,4096
1492.4545333728367,23,54.72,-4
1629.384911632947,27,59.92,4096
1652.0649116329469,27,60.76,4096
1687.6430705567764,23,62.34,-4
1684.4886780444167,27,62.31,4096
1694.960540341025,23,62.75,-4
1735.6873077215294,26,64.37,4096
1757.0073077215293,26,65.19,4096
1739.5873077215292,26,64.52,4096
1767.1473077215292,26,65.58,4096
1821.326107721529,26,67.6638,4096
1824.232927497252,22,67.87,-4
1842.9882330820053,18,68.93,-4
1898.1109764464095,26,70.96,4096
1955.25186742908,22,73.63,-4
1906.8483438434478,26,71.57,4096
1905.548343843448,26,71.52,4096
1950.528343843448,26,73.25,4096
1970.8083438434478,26,74.03,4096
1929.014100298843,22,72.2,-4
1898.7232972333672,26,71.09,4096
1928.3632972333671,26,72.23,4096
1976.7232972333672,26,74.09,4096
1958.0032972333672,26,73.37,4096
1986.343297233367,26,74.46,4096
1895.0832972333671,26,70.95,4096
1977.1160757740452,22,74.16,-4
2023.169637770589,26,76.03,4
2064.9341720792654,22,77.85,-4
2073.1630926571092,26,78.26,4096
2111.4012275079713,22,80.0,-4
2158.4865315943334,26,81.91,4096
2209.9665315943334,26,83.89,4096
2262.9048305103256,22,86.19,-4
2250.1510122593127,26,85.43,4096
2231.4310122593124,26,84.71,4096
2268.8840122593124,26,86.1505,4096
2213.2310122593126,26,84.01,4096
2186.0757430903486,22,83.26,-4
2183.9375904573267,18,83.17,-4
2221.6872875957706,26,85.0,4096
2132.2472875957706,26,81.56,4096
2150.8121342043532,22,82.09,-4
2057.659036910295,26,78.36,4096
2126.5590369102956,26,81.01,4096
2074.438917637618,22,78.97,-4
2094.9866299001383,18,80.0,-4
2101.9944211669563,26,80.27,4096
2090.0205687342723,22,79.8,-4
2077.6135764253504,26,79.29,4096
2083.322132862529,22,79.75,-4
2108.651384921236,18,80.94,-4
2129.349191989465,25,83.2034,4096
2018.014191989465,25,78.75,4096
2027.764191989465,25,79.14,4096
1950.014191989465,25,76.03,4096
1859.090688146459,21,71.7,-4
1874.692231564758,26,71.88,4096
1968.812231564758,26,75.5,4096
1903.812231564758,26,73.0,4096
1993.5122315647582,26,76.45,4096
2052.532231564758,26,78.72,4096
2066.312231564758,26,79.25,4096
2178.6322315647576,26,83.57,4096
2261.282420651236,22,86.9,-4
2283.683492848761,18,88.24,-4
2298.456521765401,14,89.9,-4
2284.097957787883,10,88.415,-4
2319.731854700749,25,90.42,4096
2381.6729365088445,21,93.45,-4
2378.9091806633783,25,93.42,4096
2376.858123066185,21,93.25,-4
2343.1795091035474,17,91.36,-4
2300.3494766047597,13,88.0,-4
2264.7539315167314,9,83.57,-4
2294.2693747717735,5,88.11,-4
2271.5233915801114,26,86.65,4096
2212.1528799914126,22,84.38,-4
2268.724867166179,18,87.3,-4
2318.6309854124984,25,89.6,4096
2254.1135873176763,21,86.99,-4
2143.0410994758663,26,81.5,4096
2072.542134850184,22,79.35,-4
2005.2010969536934,26,75.43,4096
1943.133667752056,22,72.9,-4
1919.92257202137,18,72.02,-4
1954.035426580134,26,73.38,4096
1875.255426580134,26,70.35,4096
1911.9154265801344,26,71.76,4096
1896.5754265801343,26,71.17,4096
1824.2954265801343,26,68.39,4096
1840.1554265801342,26,69.0,4096
1787.115426580134,26,66.96,4096
1791.7954265801343,26,67.14,4096
1787.7380442163708,22,66.9,-4
1792.2368131722312,26,67.05,4096
1641.1768131722313,26,61.24,4096
1725.676813172231,26,64.49,4096
1665.0968131722311,26,62.16,4096
1598.0168131722312,26,59.58,4096
1656.5415660330168,22,61.86,-4
1686.124362242953,20,63.18,-2
1724.7621781979274,16,65.51,-4
1690.3970416744482,12,63.09,-4
1710.3635861715154,8,65.4,-4
1728.9861868068658,26,65.295,4096
1796.5887868068658,26,67.8951,4096
1776.061977503695,22,67.07,-4
1806.5837869675715,26,68.37,4096
1799.318187473848,22,68.19,-4
1775.2666405937568,18,67.19,-4
1777.654077959287,14,67.4,-4
1780.9151476559716,10,68.04,-4
1766.9785129529414,6,66.07,-4
1762.266955076653,2,65.0,-4
1765.433875334727,0,67.815,-4
1783.7586412168,26,66.16,4096
1820.9386412168003,26,67.59,4096
1892.1786412168,26,70.33,4096
1865.9186412167999,26,69.32,4
1890.3586412168004,26,70.26,4
1774.9186412167999,26,65.82,4096
1753.0786412168002,26,64.98,4096
1704.5886412168002,26,63.115,4096
1707.267327544212,27,63.2,4096
1671.627327544212,27,61.88,4
1669.0376748854967,23,62.03,-4
1685.1939305734304,19,62.48,-4
1512.616878809865,27,55.59,4096
1594.8178525486699,23,58.58,-4
1582.4309172683857,19,57.92,-4
1562.7165444343746,15,57.07,-4
1576.0416618205727,11,57.76,-4
1620.557589034835,27,59.81,4096
1567.7142621292307,23,57.53,-4
1609.9985486812411,19,59.5,-4
1653.9866307788225,15,62.0248,-4
1734.3987851350964,26,65.19,4096
1688.3787851350965,26,63.42,4096
1731.8151926799812,22,65.28,-4
1733.8355314154994,18,65.27,-4
1751.6966792923963,14,66.8,-4
1745.281753619132,10,66.59,-4
1722.0381001186736,6,63.45,-4
1790.219891866759,27,65.42,4096
1759.9620280659183,23,64.38,-4
1761.008606025221,27,64.38,4096
