net_value,stocks_count,stock_price,action
1166.9145655089078,3145,0.37,-4
1127.6476255089078,3141,0.3575,-4
1088.190641851946,3154,0.345,4096
1073.1043063052755,3150,0.3402,-4
1011.5893844186907,3154,0.3207,4096
946.3796373250915,3150,0.3,-4
1072.5360373250917,3154,0.34,4096
977.9160373250915,3154,0.31,4096
1230.2360373250915,3154,0.39,4096
1056.9237373250917,3154,0.33505,4096
1261.7760373250917,3154,0.4,4096
1393.2978373250915,3154,0.4417,4096
1403.7060373250915,3154,0.445,4096
1154.5400373250916,3154,0.366,4096
1419.3913584989477,3150,0.45,-4
1356.4368294946285,3146,0.43,-4
1529.8301512452092,3154,0.485,4096
1297.6081907632138,3150,0.4114,-4
1365.7296539632139,3154,0.433,4096
1230.1076539632138,3154,0.39,4096
1466.657653963214,3154,0.465,4096
1608.5876539632138,3154,0.51,4096
1576.8639192541789,3150,0.5,-4
1425.6082273709937,3154,0.452,4096
1545.4602273709938,3154,0.49,4096
1734.7002273709938,3154,0.55,4096
1892.4002273709937,3154,0.6,4096
1703.2798324074201,3150,0.54,-4
1640.3032443913592,3146,0.52,-4
1420.7874204852005,3142,0.4501,-4
1732.4975694573104,3146,0.5492,4
1199.4174916570814,3156,0.38,4096
1515.0224251624084,3152,0.48,-4
1420.4400381976986,3148,0.45,-4
1326.2758988726277,3157,0.42,4096
1168.4258988726276,3157,0.37,4096
1231.5658988726277,3157,0.39,4096
1263.1811298365824,3153,0.4,-4
1294.606412526367,3157,0.41,4096
1389.316412526367,3157,0.44,4096
1389.316412526367,3157,0.44,4096
1263.3211668948522,3153,0.4,-4
1294.8052779214477,3158,0.41,4096
1231.6452779214478,3158,0.39,4096
1452.7052779214478,3158,0.46,4096
1326.3852779214476,3158,0.42,4096
1389.5452779214477,3158,0.44,4
1263.2252779214477,3158,0.4,4096
1357.9652779214478,3158,0.43,4096
1326.3852779214476,3158,0.42,4096
1263.2252779214477,3158,0.4,4096
1263.2252779214477,3158,0.4,4096
1263.2204779214478,3154,0.4,-4
1515.7609168848512,3157,0.48,4096
1357.9109168848513,3157,0.43,4
1610.4709168848512,3157,0.51,4096
1294.7709168848512,3157,0.41,4096
1578.8088359100611,3153,0.5,-4
1452.811548053841,3158,0.46,4096
1515.971548053841,3158,0.48,4096
1421.3016702197012,3154,0.45,-4
1358.3107611259416,3150,0.43,-4
1074.1441323043725,3159,0.34,4096
1168.9141323043723,3159,0.37,4096
1105.7341323043722,3159,0.35,4096
1200.3822083952969,3155,0.38,-4
1231.9726634131448,3158,0.39,4096
1137.2326634131446,3158,0.36,4096
1137.1738731018868,3154,0.36,-4
1200.369599624889,3158,0.38,4096
1105.629599624889,3158,0.35,4096
1231.949599624889,3158,0.39,4096
1200.39476938252,3154,0.38,-4
1143.5440180813036,3158,0.362001,4096
1216.1748600813034,3158,0.385,4096
1184.5948600813035,3158,0.375,4096
1093.2023400813034,3158,0.34606,4096
1090.0155798322842,3159,0.34505,4096
1113.550129832284,3159,0.3525,4096
1137.2426298322841,3159,0.36,4096
1160.8312717999563,3155,0.3675,-4
1137.1408410400024,3158,0.36,4096
1137.1408410400024,3158,0.36,4096
1071.1386410400025,3158,0.3391,4096
1116.5915520556316,3154,0.3535,-4
1115.040172856444,3158,0.353,4096
1149.7513897720285,3154,0.364,-4
1116.9870217720286,3150,0.3536,-4
1143.9698285584536,3158,0.36215,4096
1230.2869159926022,3154,0.3895,-4
884.5308597221672,3158,0.28,4096
948.4331748105765,3154,0.3002,-4
963.6016328629304,3159,0.305,4096
982.5556328629303,3159,0.311,4096
1074.021081416984,3155,0.34,-4
947.7362228133875,3159,0.3,4096
995.1212228133876,3159,0.315,4096
979.3331692693387,3155,0.31,-4
852.9840297695099,3159,0.27,4096
868.7390748830143,3155,0.275,-4
837.2466496633101,3151,0.265,-4
928.514401907138,3147,0.294,-4
947.5559267172528,3158,0.3,4096
852.8159267172529,3158,0.27,4096
870.5350985503458,3154,0.27562,-4
837.322281851688,3150,0.2651,-4
852.2208297460958,3158,0.2698,4096
852.8524297460959,3158,0.27,4096
884.4984690644493,3154,0.28,-4
947.6001384936243,3150,0.3,-4
947.53645938747,3146,0.3,-4
885.1537281454541,3159,0.2802,4096
884.5219281454542,3159,0.28,4096
947.6468023510239,3155,0.3,-4
900.36010099415,3159,0.285,4096
916.4710009941501,3159,0.2901,4096
916.15510099415,3159,0.29,4096
947.7350466885476,3155,0.3,-4
884.6612414410998,3151,0.28,-4
900.0758100490965,3147,0.2849,-4
884.267080060393,3143,0.2799,-4
916.2836196540833,3159,0.29,4096
916.2801396540833,3155,0.29,-4
793.1065122770806,3159,0.251,4096
834.1735122770806,3159,0.264,4096
821.8534122770806,3159,0.2601,4096
821.5375122770806,3159,0.26,4096
821.577166322674,3155,0.26,-4
853.0689910943393,3151,0.27,-4
821.5473508906437,3159,0.26,4096
695.3233430708123,3155,0.22,-4
948.0728735545637,3160,0.3,4096
744.3466136332812,3156,0.2355,-4
758.426206278769,3160,0.23995,4096
805.9842062787691,3160,0.255,4096
727.0292640285911,3156,0.23,-4
727.0344040453834,3161,0.23,4096
702.1458186980699,3157,0.2221,-4
711.3182344479519,3161,0.225,4096
719.208049142947,3157,0.2275,-4
790.1426397202521,3153,0.25,-4
789.7965267560792,3149,0.2499,-4
821.59411497344,3159,0.26,4096
884.7741149734401,3159,0.28,4096
928.3257396443875,3155,0.2938,-4
916.3712682412383,3151,0.29,-4
916.3314207130625,3159,0.29,4096
919.4904207130625,3159,0.291,4096
853.1990360837806,3155,0.27,-4
884.7273031750146,3159,0.28,4096
845.3977531750146,3159,0.26755,4096
789.8465246642817,3155,0.25,-4
711.068086773659,3151,0.225,-4
666.8801877637877,3160,0.211,4096
663.7158227134287,3156,0.21,-4
718.9411993232388,3160,0.2275,4096
786.6440972708979,3156,0.249,-4
726.6340409174112,3159,0.23,4096
726.6340409174112,3159,0.23,4096
726.5329383762352,3155,0.23,-4
726.5406212996922,3158,0.23,4096
726.5406212996922,3158,0.23,4096
758.1206212996922,3158,0.24,4096
758.1280470858014,3154,0.24,-4
884.3577785551289,3158,0.28,4096
820.5661785551287,3158,0.2598,4
789.5178328503443,3154,0.25,-4
750.0398328503443,3158,0.2375,4096
749.8819328503442,3158,0.23745,4096
726.3548328503443,3158,0.23,4096
789.5148328503443,3158,0.25,4096
726.4088651889281,3154,0.23,-4
743.7751051889279,3158,0.2355,4096
742.196105188928,3158,0.235,4096
840.094105188928,3158,0.266,4096
821.146105188928,3158,0.26,4096
789.566105188928,3158,0.25,4096
789.566105188928,3158,0.25,4096
789.5479160206614,3154,0.25,-4
765.9014648230032,3158,0.2425,4096
818.0053068230031,3158,0.258999,4096
668.0034648230032,3158,0.2115,4096
757.9593795854801,3154,0.24,-4
733.0229067754539,3158,0.2321,4096
733.3387067754538,3158,0.2322,4096
817.3415067754537,3158,0.2588,4096
821.1250149068721,3154,0.26,-4
758.1218949068721,3150,0.24,-4
765.9885857018128,3158,0.2425,4096
789.6537105209497,3154,0.25,-4
789.6544327701985,3150,0.25,-4
789.688510586606,3158,0.25,4096
745.476510586606,3158,0.236,4096
745.4736785866058,3154,0.236,-4
789.621791923269,3150,0.25,-4
836.8455165841741,3146,0.265,-4
947.037373483127,3156,0.3,4096
1010.1573734831271,3156,0.32,4096
947.037373483127,3156,0.3,4096
1262.6373734831272,3156,0.4,4096
1231.7260877567574,3152,0.3902,-4
1262.7500368964056,3156,0.40005,4096
1262.5777498372531,3152,0.4,-4
1388.587135136631,3148,0.44,-4
1168.0470391435842,3146,0.3699,-2
1375.8141323473646,3142,0.436,-4
1419.6619257556576,3138,0.45,-4
1325.0203257556575,3154,0.42,4096
1388.1003257556574,3154,0.44,4096
1482.7203257556573,3154,0.47,4096
1577.3403257556574,3154,0.5,4096
1577.3403257556574,3154,0.5,4096
1719.0650752969525,3150,0.545,-4
1577.3162422613525,3154,0.5,4096
1435.5117106111602,3150,0.455,-4
1482.7547053603248,3146,0.47,-4
1372.666521605646,3142,0.43505,-4
1577.5629109543156,3155,0.5,4096
1419.8129109543156,3155,0.45,4096
1435.5879109543157,3155,0.455,512
1372.5491630501585,3151,0.435,-4
1482.9689430501585,3155,0.47,4096
1427.8208030501587,3151,0.4525,-4
1577.4402089423768,3147,0.5,-4
1483.1442089423767,3143,0.47,-4
1483.6543421663941,3156,0.47,4096
1483.6543421663941,3156,0.47,4096
1578.3343421663942,3156,0.5,4096
1420.5343421663943,3156,0.45,4096
1331.5425962109862,3152,0.42179,-4
1357.382614730986,3148,0.43,-4
1357.2942485231895,3155,0.4301,4096
1469.2967485231895,3155,0.4656,4096
1356.9787485231896,3155,0.43,4096
1467.4037485231895,3155,0.465,4096
1331.9763194589461,3151,0.422,-4
1576.807855458946,3147,0.4998,-4
1577.4311626440751,3143,0.5,-4
1419.827063316737,3155,0.45,4096
1363.037063316737,3155,0.432,4096
1577.409226812839,3151,0.5,-4
1577.527047131119,3155,0.5,4096
1577.527047131119,3155,0.5,4096
1577.527047131119,3155,0.5,4096
1609.077047131119,3155,0.51,4096
1372.7675471311188,3155,0.4351,4096
1577.527047131119,3155,0.5,4096
1419.777047131119,3155,0.45,4096
1577.527047131119,3155,0.5,4096
1545.974711787317,3151,0.49,-4
1451.3416466968224,3147,0.46,-4
1360.941439804723,3154,0.4314,4096
1394.5657348872965,3150,0.442,-4
1388.2410325213527,3146,0.44,-4
1388.4622145781461,3142,0.44,-4
1423.0539148759588,3155,0.451,4096
1419.897502875959,3151,0.45,-4
1482.9360885297824,3155,0.47,4096
1420.1515885297824,3155,0.4501,4096
1451.3671458064443,3151,0.46,-4
1419.9012379563433,3147,0.45,-4
1451.6380718648293,3143,0.46,-4
1491.3099634238772,3155,0.47255,4096
1499.0397134238772,3155,0.475,4096
1420.795713423877,3155,0.4502,4096
1661.522213423877,3155,0.5265,4096
1420.464272880785,3151,0.45,-4
1604.5606975977862,3147,0.5085,-4
1420.2617109781277,3155,0.4501,4096
1635.4674159781275,3155,0.518311,4096
1506.7087109781278,3155,0.4775,4096
1571.3862109781278,3155,0.498,4096
1577.6962109781277,3155,0.5,4096
1498.9789609781276,3155,0.47505,4096
1423.1012109781277,3155,0.451,4096
1956.2962109781276,3155,0.62,4096
1577.6962109781277,3155,0.5,4096
1796.6532109781278,3155,0.5694,4096
1703.9899094178575,3151,0.54,-4
1546.6437092133926,3147,0.49,-4
1633.5542710006032,3156,0.5175,4096
1515.2042710006033,3156,0.48,4096
1420.5242710006034,3156,0.45,4096
1426.9222741971107,3152,0.452,-4
1430.063114314384,3156,0.453,4096
1497.8865573938576,3152,0.4745,-4
1515.160124047807,3148,0.48,-4
1514.6862435255034,3156,0.4798,4096
1508.2164435255033,3156,0.47775,4
1483.7574435255033,3156,0.47,4096
1439.5734435255033,3156,0.456,4096
1422.2154435255034,3156,0.4505,4096
1439.5734435255033,3156,0.456,4096
1420.6374435255034,3156,0.45,4096
1420.6374435255034,3156,0.45,4096
1430.1054435255035,3156,0.453,4096
1430.1054435255035,3156,0.453,4096
1420.638946066063,3152,0.45,-4
1483.7111244768112,3156,0.47,4096
1452.1511244768112,3156,0.46,4096
1420.6110526225955,3152,0.45,-4
1389.021712516594,3156,0.44,4096
1423.737712516594,3156,0.451,4096
1420.581712516594,3156,0.45,4096
1404.8468826162227,3152,0.445,-4
1508.9391338708103,3156,0.478,4096
1408.0688846645594,3152,0.446,-4
1497.7799244187509,3148,0.4745,-4
1609.3154138525551,3144,0.51,-4
1514.9329196555664,3140,0.48,-4
1521.2175505708333,3156,0.482,4096
1678.2063771932428,3152,0.5318,-4
1483.7379944329311,3156,0.4701,4096
1593.2511944329312,3156,0.5048,4096
1423.773994432931,3156,0.4511,4096
1527.290794432931,3156,0.4839,4096
1578.102394432931,3156,0.5,4096
1451.862394432931,3156,0.46,4096
1404.5223944329312,3156,0.445,4096
1232.6781944329312,3156,0.39055,4096
1323.075371145498,3152,0.4192,-4
1324.9639407454977,3156,0.4198,4096
1325.5671083525235,3152,0.42,-4
1325.5620683525235,3148,0.42,-4
1347.2496078922309,3155,0.4269,4096
1278.155107892231,3155,0.405,4096
1278.312857892231,3155,0.40505,4096
1400.3949026400903,3151,0.4438,-4
1200.0843284926618,3155,0.3803,4096
1293.6774457245122,3151,0.41,-4
1514.109145231211,3147,0.48,-4
1750.097653776361,3143,0.555,-4
1891.4837543470605,3139,0.6,-4
1828.8731809067217,3153,0.58,4096
1703.0410619517193,3149,0.54,-4
1860.6201280473538,3153,0.59,4096
1860.6201280473538,3153,0.59,4096
1860.5942893029153,3149,0.59,-4
1796.548262543847,3153,0.56965,4096
1797.9671125438472,3153,0.5701,4096
1822.4028625438468,3153,0.57785,4096
1766.121812543847,3153,0.56,4096
1766.13109752352,3149,0.56,-4
1829.5431112391766,3145,0.5801,-4
1891.718866427039,3153,0.5999,4096
1892.034166427039,3153,0.6,4096
1832.127166427039,3153,0.581,4096
1814.1550664270392,3153,0.5753,4096
1822.6504628270388,3149,0.578,-4
1860.3911209916653,3145,0.59,-4
1750.2329050627668,3153,0.555,4096
1829.0579050627664,3153,0.58,4096
1797.1564690349946,3149,0.5699,-4
1866.711653245233,3153,0.592,4096
1860.4056532452332,3153,0.59,4096
1796.8727032452332,3153,0.56985,4096
1765.8814977309517,3149,0.56,-4
1734.3447777309516,3153,0.55,4096
1740.6507777309516,3153,0.552,4096
1734.3447777309516,3153,0.55,4096
1797.0894777309513,3153,0.5699,4096
1734.9753777309515,3153,0.5502,4096
1954.7394777309514,3153,0.6199,4096
1892.0122439113698,3149,0.6,-4
1860.8637670810642,3145,0.5901,-4
1892.0059865045912,3153,0.6,4096
1891.6906865045912,3153,0.5999,4096
1879.709286504591,3153,0.5961,4
1917.1353965045912,3153,0.60797,4096
1986.5144419631642,3149,0.63,-4
2018.0432378725618,3153,0.64,4096
2096.7234925867388,3149,0.665,-4
2115.621812451764,3145,0.671,-4
2143.77273896153,3152,0.68,4096
2175.2927389615297,3152,0.69,4096
2175.2930300306807,3148,0.69,-4
2112.3399518843526,3152,0.67,4096
2049.3370749203664,3148,0.65,-4
2146.861230341581,3144,0.681,-4
2017.8441423947284,3152,0.64,4096
2057.244142394728,3152,0.6525,4
2049.3749509386803,3148,0.65,-4
2073.1269568105477,3153,0.6575,4096
1885.2344071946666,3149,0.598,-4
1885.249101953636,3152,0.598,4096
1902.5609633934614,3148,0.6035,-4
1910.4865087570943,3152,0.606,4096
1860.1365051708842,3148,0.59,-4
1954.6282107121358,3152,0.62,4096
1954.6282107121358,3152,0.62,4096
1954.6364313804227,3148,0.62,-4
1844.3687999957644,3152,0.585,4096
1860.1287999957644,3152,0.59,4096
2049.1709243736946,3148,0.65,-4
2049.1665719015273,3152,0.65,4096
2109.4809738487256,3148,0.66915,-4
2049.0448424679485,3152,0.65,4096
2017.537573765859,3148,0.64,-4
2017.164179020652,3144,0.6399,-4
2001.753927543821,3140,0.635,-4
1941.855743914541,3152,0.616,4096
1968.5819235725648,3148,0.6245,-4
1922.9828803156079,3144,0.61,-4
1922.9755603156077,3140,0.61,-4
2080.0169358259923,3151,0.66,4096
2016.9969358259918,3151,0.64,4096
1894.238242624069,3147,0.601,-4
2016.9787003171941,3151,0.64,4096
2017.0497512754364,3147,0.64,-4
1969.8350545159033,3151,0.625,4096
2064.3650545159035,3151,0.655,4096
2158.895054515903,3151,0.685,4096
2111.6300545159033,3151,0.67,4096
2130.5360545159033,3151,0.676,4096
2016.9918013552465,3147,0.64,-4
1954.0867251486743,3143,0.62,-4
1938.403298031632,3151,0.615,4096
1784.060743814207,3152,0.566,4096
1796.6548677667488,3148,0.57,-4
1887.9993175840257,3151,0.599,4096
1891.156297805218,3147,0.6,-4
1872.278145497248,3151,0.594,4096
1864.715745497248,3151,0.5916,4096
1859.6695930131054,3147,0.59,-4
1875.4046392781088,3151,0.595,4096
1859.6437105175946,3147,0.59,-4
1851.7632462623108,3151,0.5875,4096
1828.1307462623106,3151,0.58,4096
1891.0400195248271,3147,0.6,-4
1906.7767092749027,3151,0.605,4096
1938.2867092749027,3151,0.615,4
1947.7397092749027,3151,0.618,4096
1954.0417092749026,3151,0.62,4096
1828.0402975562108,3147,0.58,-4
1824.837031391391,3151,0.579,4096
1779.147531391391,3151,0.5645,4096
1930.3955313913914,3151,0.6125,4096
1985.5380313913913,3151,0.63,4096
1859.251929027532,3147,0.5899,-4
1843.8800232999224,3143,0.585,-4
1842.2904832999225,3151,0.5845,4096
1891.1309832999223,3151,0.6,4096
1891.1309832999223,3151,0.6,4096
1859.6225691168688,3147,0.59,-4
1891.1607600892066,3151,0.6,4096
1883.283260089207,3151,0.5975,4096
1891.6148924758072,3147,0.6001,-4
1922.7834251229056,3143,0.61,-4
1922.9288514443526,3139,0.61005,-4
1954.3277409675245,3152,0.62,4096
2174.798393885425,3148,0.69,-4
2174.7565910958315,3144,0.69,-4
2135.2747579817305,3151,0.6775,4096
2111.642257981731,3151,0.67,4096
2048.622257981731,3151,0.65,4096
2017.112257981731,3151,0.64,4096
2047.8345079817311,3151,0.64975,4096
1985.602257981731,3151,0.63,4096
1982.4565140381912,3147,0.629,-4
1966.6739386465172,3143,0.624,-4
1891.2846269255012,3152,0.6,4096
1860.0798269255013,3152,0.5901,4096
1912.4030269255015,3152,0.6067,4096
1891.2728412872204,3148,0.6,-4
1900.1009309321737,3152,0.6028,4096
1828.2975256215243,3148,0.58,-4
1828.2905656215244,3152,0.58,4096
1828.2905656215244,3152,0.58,4
1848.5882056215246,3148,0.58645,-4
1796.7962856398158,3152,0.57,4096
1875.5962856398157,3152,0.595,4096
1812.5562856398158,3152,0.575,4096
1843.9963167593476,3148,0.585,-4
2045.3484233097838,3144,0.649,-4
2017.161564242373,3151,0.64,4096
2017.161564242373,3151,0.64,4096
1873.791064242373,3151,0.5945,4096
1828.101564242373,3151,0.58,4096
1891.1159588405699,3147,0.6,-4
1891.1087588405699,3151,0.6,4096
1891.0322471062568,3147,0.6,-4
1834.4022223224144,3151,0.582,4096
1828.149885850322,3147,0.58,-4
1828.153201120794,3151,0.58,4096
1765.1332011207942,3151,0.56,4096
1708.4018726826964,3152,0.542,4096
1938.4978726826964,3152,0.615,4096
1922.7378726826964,3152,0.61,4096
1804.5378726826964,3152,0.5725,4096
1736.7698726826966,3152,0.551,4096
1859.648859559037,3148,0.59,-4
1954.0762028965992,3151,0.62,4096
2143.1362028965996,3151,0.68,4096
2174.6462028965993,3151,0.69,4096
2111.6262028965994,3151,0.67,4096
2143.1362028965996,3151,0.68,4096
2127.3893633687,3147,0.675,-4
2111.6193141134327,3151,0.67,4096
2092.7133141134327,3151,0.664,4096
2017.0893141134325,3151,0.64,4096
1982.367375881947,3147,0.629,-4
1922.5540696742605,3151,0.61,4096
1954.0640696742605,3151,0.62,4096
1985.5740696742607,3151,0.63,4096
1891.0440696742605,3151,0.6,4096
1859.8188082926888,3147,0.5901,-4
1812.2827825172208,3151,0.575,4096
1780.7727825172208,3151,0.565,4096
1828.0377825172209,3151,0.58,4096
1828.0184136487835,3147,0.58,-4
1655.0407150734004,3151,0.525075,4096
1859.6193900734004,3151,0.59,4096
1734.3671400734006,3151,0.55025,4096
1859.3042900734004,3151,0.5899,4096
1733.5793900734006,3151,0.55,4096
1702.0751737414598,3147,0.54,-4
1701.9894397961348,3143,0.54,-4
1717.7382879558404,3139,0.545,-4
1702.3515996763056,3152,0.54,4096
1733.8715996763056,3152,0.55,512
1718.1115996763056,3152,0.545,4096
1812.6715996763053,3152,0.575,4096
1765.4026887695024,3148,0.56,-4
1765.5543165500962,3152,0.56005,4096
1765.3967165500962,3152,0.56,4096
1800.0347986684033,3148,0.571,-4
1891.3459801646131,3152,0.6,4096
1796.8987801646133,3148,0.57,-4
1867.7795302990476,3152,0.5925,4096
1859.909121659616,3148,0.59,-4
1844.1478870480341,3152,0.585,4096
1828.4151607582912,3148,0.58,-4
1796.9746044471729,3144,0.57,-4
1800.1215442290604,3140,0.571,-4
1828.3765042631792,3152,0.58,4096
1828.3765042631792,3152,0.58,4096
1800.7965042631795,3152,0.57125,4096
1797.6710007558693,3148,0.57025,-4
1718.1618786584074,3144,0.545,-4
1733.7333173691447,3152,0.5499,4096
1860.1285173691444,3152,0.59,4096
1844.3685173691445,3152,0.585,4096
1860.1285173691444,3152,0.59,4096
1860.1285173691444,3152,0.59,4096
1702.5285173691448,3152,0.54,4096
1702.5285173691448,3152,0.54,4096
1828.6085173691445,3152,0.58,4096
1704.1045173691446,3152,0.5405,4096
1796.9491231756795,3148,0.57,-4
1641.2385543433963,3144,0.5205,-4
1734.194498966388,3153,0.55,4096
1718.3433873958836,3149,0.545,-4
1797.0931866995365,3152,0.57,4096
1702.6463466995367,3148,0.54,-4
1781.2573220911286,3144,0.565,-4
1765.5221747859562,3152,0.56,4096
1765.5221747859562,3152,0.56,4096
